"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Super Perspective","0","0","6","0","5.16","5.16","0.86","0.35","59.3","358.51","3.55","23","2.24","2017-09-19","629420"
"Eternal Lore","0","0","6","0","0.47","0.47","0.08","0.25","-212.5","0.08","0.68","48","0.21","2017-09-19","601790"
"Legion Tale","0","0","6","0","0.43","0.43","0.07","0.08","-14.3","0.03","0.03","185","0.18","2017-09-18","604040"
"Patchman vs. Red Circles","0","0","6","0","1.82","1.82","0.30","N/A","0.0","1.53","5.85","28","0.78","2017-09-18","378410"
"Somewhere on Zibylon","0","0","6","0","0.37","0.37","0.06","0.07","-16.7","0.23","0.04","28","0.16","2017-09-17","631920"
"VR Shooter Guns","0","0","6","0","0.26","0.26","0.04","0.04","0.0","0.03","0.03","80","0.10","2017-09-16","489160"
"BrambleLash","0","0","6","0","7.27","7.27","1.21","N/A","0.0","1.58","0.52","6","3.16","2017-09-16","453220"
"ARENA an Age of Barbarians story","0","0","6","0","0.84","0.84","0.14","0.18","-28.6","0.33","0.79","54","0.37","2017-09-15","570970"
"Monopoly Plus","0","0","6","0","0.34","0.34","0.06","0.04","33.3","0.04","0.04","1198","0.16","2017-09-15","562810"
"Ogre","0","0","6","0","0.52","0.52","0.09","0.33","-266.7","4.04","0.64","38","0.23","2017-09-14","517780"
"Duck Season","0","0","6","0","0.44","0.44","0.07","0.11","-57.1","0.12","0.11","121","0.18","2017-09-14","503580"
"Necrosphere","0","0","6","0","0.64","0.64","0.11","0.17","-54.5","2.86","0.40","16","0.29","2017-09-14","607400"
"Poker World","0","0","6","0","0.72","0.72","0.12","0.17","-41.7","0.94","0.83","64","0.31","2017-09-14","680310"
"City Of Brass","0","0","6","0","0.31","0.31","0.05","0.04","20.0","0.07","0.05","87","0.13","2017-09-14","301840"
"Interstellar Transport Company","0","0","6","0","0.46","0.46","0.08","0.09","-12.5","0.27","2.13","64","0.21","2017-09-11","573490"
"Australian Football Coach","0","0","6","0","0.42","0.42","0.07","N/A","0.0","6.98","0.18","44","0.18","2017-09-08","578010"
"Machinarium","0","0","6","0","0.45","0.45","0.08","0.05","37.5","0.04","0.03","240","0.21","2017-09-08","40700"
"古剑奇谭二(GuJian2)","0","0","6","0","0.44","0.44","0.07","0.06","14.3","0.04","0.04","121","0.18","2017-09-08","570770"
"The Witches' Tea Party","0","0","6","0","0.65","0.65","0.11","0.20","-81.8","1.12","0.40","13","0.29","2017-09-06","594950"
"Crossroad Mysteries: The Broken Deal","0","0","6","0","0.66","0.66","0.11","0.20","-81.8","0.36","0.37","27","0.29","2017-09-06","558490"
"Darkwood","0","0","6","0","0.32","0.32","0.05","0.04","20.0","0.04","0.04","709","0.13","2017-09-03","274520"
"Doodle God Blitz","0","0","6","0","0.78","0.78","0.13","0.12","7.7","2.33","0.74","65","0.34","2017-09-02","625430"
"Remnith","0","0","6","0","0.38","0.38","0.06","0.54","-800.0","1.75","0.56","33","0.16","2017-08-31","578390"
"Headmaster","0","0","6","0","1.47","1.47","0.25","1.00","-300.0","2.78","1.33","20","0.65","2017-08-30","621010"
"Please Knock on My Door","0","0","6","0","0.60","0.60","0.10","0.17","-70.0","0.30","1.01","25","0.26","2017-08-27","613450"
"X-Morph: Defense","0","0","6","0","0.30","0.30","0.05","0.04","20.0","0.03","0.03","260","0.13","2017-08-25","408410"
"Nidhogg 2","0","0","6","0","0.29","0.29","0.05","0.04","20.0","0.11","0.06","159","0.13","2017-08-23","535520"
"Hakuoki: Kyoto Winds","0","0","6","0","0.80","0.80","0.13","0.14","-7.7","0.11","0.15","100","0.34","2017-08-22","589530"
"Ghost Pursuit VR","0","0","6","0","0.33","0.33","0.06","0.56","-833.3","0.27","0.27","29","0.16","2017-08-22","505110"
"Monsters and Medicine","0","0","6","0","4.39","4.39","0.73","0.87","-19.2","2.66","4.70","29","1.90","2017-08-21","464740"
"Magical Mysteries: Path of the Sorceress","0","0","6","0","1.23","1.23","0.20","0.13","35.0","0.56","0.14","18","0.52","2017-08-21","548320"
"The Journey: Bob's Story.","0","0","6","0","0.59","0.59","0.10","N/A","0.0","0.03","0.03","68","0.26","2017-08-21","385410"
"Draw Puzzle","0","0","6","0","0.44","0.44","0.07","0.04","42.9","0.48","0.04","42","0.18","2017-08-21","664180"
"Personal Disco VR","0","0","6","0","0.77","0.77","0.13","N/A","0.0","8.39","0.58","28","0.34","2017-08-20","618350"
"Deadly Edge","0","0","6","0","1.27","1.27","0.21","N/A","0.0","3.51","2.13","22","0.55","2017-08-19","564100"
"Gotta Go","0","0","6","0","0.54","0.54","0.09","0.35","-288.9","10.39","0.63","16","0.23","2017-08-17","491700"
"TY the Tasmanian Tiger 2","0","0","6","0","0.60","0.60","0.10","0.23","-130.0","0.07","0.06","65","0.26","2017-08-14","411970"
"Fictorum","0","0","6","0","0.34","0.34","0.06","0.05","16.7","0.13","0.07","119","0.16","2017-08-13","503620"
"Pixel Arcade","0","0","6","0","1.16","1.16","0.19","0.26","-36.8","2.31","0.08","15","0.50","2017-08-12","618570"
"Deceit","0","0","6","0","0.76","0.76","0.13","0.10","23.1","0.06","0.05","187","0.34","2017-08-10","466240"
"Clutter Infinity: Joe's Ultimate Quest","0","0","6","0","3.62","3.62","0.60","0.26","56.7","1.43","1.19","25","1.57","2017-08-10","553330"
"Switch - Or Die Trying","0","0","6","0","1.20","1.20","0.20","0.40","-100.0","0.30","6.21","26","0.52","2017-08-10","506090"
"Super POTUS Trump","0","0","6","0","0.66","0.66","0.11","0.36","-227.3","1.12","0.10","47","0.29","2017-08-09","675630"
"Eliosi's Hunt","0","0","6","0","0.34","0.34","0.06","0.05","16.7","0.04","0.04","50","0.16","2017-08-09","494700"
"Delicious - Emily's Miracle of Life","0","0","6","0","0.52","0.52","0.09","N/A","0.0","0.24","0.14","30","0.23","2017-08-09","623070"
"Paper Quest","0","0","6","0","0.51","0.51","0.09","0.30","-233.3","0.93","3.39","22","0.23","2017-08-08","590570"
"A Bloody Night","0","0","6","0","0.99","0.99","0.17","0.17","0.0","0.12","0.11","32","0.44","2017-08-08","639720"
"Doodle WHAT?!","0","0","6","0","1.04","1.04","0.17","N/A","0.0","1.20","0.11","19","0.44","2017-08-07","497880"
"The Legacy: Forgotten Gates","0","0","6","0","0.36","0.36","0.06","0.32","-433.3","0.31","0.30","45","0.16","2017-08-05","630830"
"UnReal World","0","0","6","0","0.43","0.43","0.07","0.26","-271.4","0.79","0.14","61","0.18","2017-08-05","351700"
"Rapture - World Conquest","0","0","6","0","0.74","0.74","0.12","0.39","-225.0","1.30","3.11","19","0.31","2017-08-05","547520"
"Cat Quest","0","0","6","0","0.41","0.41","0.07","0.05","28.6","0.05","0.04","234","0.18","2017-08-01","593280"
"SolarGun","0","0","6","0","0.35","0.35","0.06","0.04","33.3","0.06","0.03","33","0.16","2017-08-01","553340"
"X Rebirth VR Edition","0","0","6","0","0.65","0.65","0.11","N/A","0.0","5.78","0.83","43","0.29","2017-07-29","570420"
"Graze Counter","0","0","6","0","0.35","0.35","0.06","0.09","-50.0","1.50","0.08","55","0.16","2017-07-29","629440"
"Northgard","0","0","6","0","0.30","0.30","0.05","0.03","40.0","0.05","0.05","1822","0.13","2017-07-27","466560"
"Weapon Shop Fantasy","0","0","6","0","0.32","0.32","0.05","0.03","40.0","0.04","0.04","153","0.13","2017-07-25","599460"
"Rise of Insanity","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.10","0.04","69","0.16","2017-07-24","629220"
"Robo Do It","0","0","6","0","0.26","0.26","0.04","0.03","25.0","0.03","0.03","148","0.10","2017-07-21","595640"
"Pastry Lovers","0","0","6","0","0.31","0.31","0.05","0.13","-160.0","0.32","0.05","60","0.13","2017-07-21","568750"
"House Party","0","0","6","0","0.38","0.38","0.06","0.05","16.7","0.04","0.04","704","0.16","2017-07-20","611790"
"Still Not Dead","0","0","6","0","2.26","2.26","0.38","0.48","-26.3","0.03","0.04","15","0.99","2017-07-20","337290"
"THE AWKWARD STEVE DUOLOGY","0","0","6","0","0.42","0.42","0.07","N/A","0.0","0.30","1.52","20","0.18","2017-07-18","536770"
"Tragedy of Prince Rupert","0","0","6","0","0.43","0.43","0.07","0.06","14.3","0.07","0.20","27","0.18","2017-07-17","611850"
"Soulslayer","0","0","6","0","0.41","0.41","0.07","N/A","0.0","0.48","0.22","30","0.18","2017-07-14","466810"
"AFTERGRINDER","0","0","6","0","0.99","0.99","0.17","0.13","23.5","0.04","0.03","27","0.44","2017-07-13","618310"
"Fragmental","0","0","6","0","1.16","1.16","0.19","N/A","0.0","0.96","0.06","133","0.50","2017-07-12","424040"
"Goo Saga - HD Edition","0","0","6","0","0.51","0.51","0.09","N/A","0.0","0.77","0.15","26","0.23","2017-07-12","506830"
"Trivia Night","0","0","6","0","0.24","0.24","0.04","0.03","25.0","0.10","0.06","130","0.10","2017-07-11","628570"
"Psebay","0","0","6","0","3.89","3.89","0.65","0.06","90.8","0.05","0.03","80","1.70","2017-07-11","608660"
"Black The Fall","0","0","6","0","0.31","0.31","0.05","0.04","20.0","0.06","0.04","173","0.13","2017-07-11","308060"
"The Slimeking's Tower","0","0","6","0","0.56","0.56","0.09","0.12","-33.3","0.06","0.31","28","0.23","2017-07-11","458660"
"Ultimate General: Civil War","0","0","6","0","0.37","0.37","0.06","0.04","33.3","0.06","0.11","190","0.16","2017-07-11","502520"
"Little Red Lie","0","0","6","0","5.34","5.34","0.89","0.59","33.7","0.39","2.09","28","2.32","2017-07-09","510520"
"Creativerse","0","0","6","0","0.49","0.49","0.08","0.12","-50.0","0.10","0.06","129","0.21","2017-07-06","280790"
"Davyria: Heroes of Eternity","0","0","6","0","0.77","0.77","0.13","0.29","-123.1","4.84","0.32","15","0.34","2017-07-05","593850"
"Balthazar's Dream","0","0","6","0","1.87","1.87","0.31","1.54","-396.8","266.29","4.63","15","0.81","2017-07-05","583890"
"Radiant Crusade","0","0","6","0","0.61","0.61","0.10","N/A","0.0","0.51","1.02","13","0.26","2017-06-29","613850"
"Son Korsan","0","0","6","0","0.57","0.57","0.10","0.16","-60.0","3.07","0.66","22","0.26","2017-06-28","645830"
"Chimpology","0","0","6","0","0.23","0.23","0.04","0.02","50.0","0.23","0.03","814","0.10","2017-06-28","604010"
"Tanzia","0","0","6","0","1.11","1.11","0.19","1.19","-526.3","103.17","192.40","16","0.50","2017-06-28","369700"
"Shio","0","0","6","0","0.51","0.51","0.09","0.13","-44.4","0.07","0.50","34","0.23","2017-06-28","525360"
"Sharpe Investigations: Death on the Seine","0","0","6","0","0.71","0.71","0.12","0.40","-233.3","139.93","0.63","18","0.31","2017-06-26","288630"
"Myths Of Orion","0","0","6","0","1.06","1.06","0.18","0.12","33.3","1.17","0.18","14","0.47","2017-06-26","288670"
"Heliborne Collection","0","0","6","0","0.35","0.35","0.06","0.05","16.7","0.07","0.15","164","0.16","2017-06-24","433530"
"AGP::Epica","0","0","6","0","0.71","0.71","0.12","0.81","-575.0","0.08","0.11","25","0.31","2017-06-23","398120"
"Zup! 5","0","0","6","0","0.64","0.64","0.11","0.08","27.3","0.08","0.26","150","0.29","2017-06-23","645090"
"Congo Merc","0","0","6","0","0.56","0.56","0.09","0.06","33.3","0.11","0.04","21","0.23","2017-06-23","510550"
"Hunter's Legacy","0","0","6","0","0.38","0.38","0.06","0.04","33.3","0.05","0.05","34","0.16","2017-06-22","479110"
"Metagalactic Blitz","0","0","6","0","0.94","0.94","0.16","0.56","-250.0","0.59","1.79","43","0.42","2017-06-21","564080"
"The Last Cargo","0","0","6","0","0.73","0.73","0.12","N/A","0.0","0.91","0.82","32","0.31","2017-06-21","593560"
"RunVR","0","0","6","0","0.49","0.49","0.08","0.11","-37.5","0.24","0.24","21","0.21","2017-06-19","542570"
"Realm Grinder","0","0","6","0","0.96","0.96","0.16","0.12","25.0","0.08","0.05","55","0.42","2017-06-17","610080"
"No70: Eye of Basir","0","0","6","0","0.72","0.72","0.12","0.20","-66.7","0.59","0.12","22","0.31","2017-06-17","370440"
"Plague Road","0","0","6","0","1.54","1.54","0.26","0.75","-188.5","0.73","0.39","21","0.68","2017-06-16","622080"
"WindSoul","0","0","6","0","8,159.58","8,159.58","1,359.93","N/A","0.0","0.00","0.00","1","1,182.55","2017-06-16","631960"
"Cargo Cult: Shoot'n'Loot VR","0","0","6","0","0.41","0.41","0.07","0.04","42.9","0.03","0.04","110","0.18","2017-06-16","565380"
"Weather Lord: In Search of the Shaman","0","0","6","0","0.44","0.44","0.07","0.15","-114.3","4.32","0.13","38","0.18","2017-06-15","637940"
"Trigger Time","0","0","6","0","0.82","0.82","0.14","0.35","-150.0","317.84","2.82","14","0.37","2017-06-15","512920"
"Pro Cycling Manager 2017","0","0","6","0","0.41","0.41","0.07","0.06","14.3","0.29","0.17","99","0.18","2017-06-15","525920"
"Neko Navy","0","0","6","0","0.91","0.91","0.15","0.18","-20.0","6.34","0.36","41","0.39","2017-06-14","592270"
"VR Slugger","0","0","6","0","0.48","0.48","0.08","0.77","-862.5","0.60","0.97","27","0.21","2017-06-14","616890"
"Jump To Die!!","0","0","6","0","0.42","0.42","0.07","1.21","-1,628.6","0.30","0.07","23","0.18","2017-06-13","581060"
"Cladun Returns: This Is Sengoku!","0","0","6","0","0.39","0.39","0.07","0.10","-42.9","0.20","0.38","35","0.18","2017-06-12","506260"
"Superdimension Neptune VS Sega Hard Girls","0","0","6","0","0.44","0.44","0.07","0.14","-100.0","0.06","0.04","126","0.18","2017-06-12","571530"
"CPUCores :: Maximize Your FPS","0","0","6","0","0.32","0.32","0.05","0.04","20.0","0.05","0.05","166","0.13","2017-06-12","384300"
"The Fidelio Incident","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.05","0.16","50","0.16","2017-06-10","632070"
"Hunting Simulator","0","0","6","0","0.62","0.62","0.10","0.15","-50.0","0.57","0.44","63","0.26","2017-06-09","585080"
"Weather Lord: Hidden Realm","0","0","6","0","1.05","1.05","0.18","0.14","22.2","0.32","0.43","17","0.47","2017-06-09","637930"
"Wonder Boy: The Dragon's Trap","0","0","6","0","0.36","0.36","0.06","0.05","16.7","0.05","0.07","159","0.16","2017-06-08","543260"
"Breaking Fast","0","0","6","0","0.36","0.36","0.06","0.12","-100.0","0.51","0.32","50","0.16","2017-06-08","523870"
"Amber's Magic Shop","0","0","6","0","1.31","1.31","0.22","N/A","0.0","0.89","0.84","15","0.57","2017-06-08","584940"
"Weather Lord","0","0","6","0","0.48","0.48","0.08","0.17","-112.5","0.55","0.12","13","0.21","2017-06-08","637920"
"Ghostlight Manor","0","0","6","0","1.86","1.86","0.31","N/A","0.0","5.10","3.81","24","0.81","2017-06-08","559250"
"New Frontier Days ~Founding Pioneers~","0","0","6","0","0.43","0.43","0.07","0.61","-771.4","0.73","0.62","22","0.18","2017-06-08","570790"
"Rescue Quest Gold","0","0","6","0","0.55","0.55","0.09","N/A","0.0","1.36","0.22","16","0.23","2017-06-07","618370"
"Gray Skies, Dark Waters","0","0","6","0","0.64","0.64","0.11","N/A","0.0","42.80","6.38","19","0.29","2017-06-07","543070"
"Randall","0","0","6","0","0.67","0.67","0.11","N/A","0.0","5.62","0.75","27","0.29","2017-06-06","603840"
"Neighborhorde","0","0","6","0","0.48","0.48","0.08","0.18","-125.0","0.19","0.05","25","0.21","2017-06-06","446760"
"xoEl Empire","0","0","6","0","0.58","0.58","0.10","1.40","-1,300.0","0.60","0.06","17","0.26","2017-06-05","589270"
"Embers of Mirrim","0","0","6","0","0.70","0.70","0.12","N/A","0.0","1.29","1.63","19","0.31","2017-06-05","596080"
"Renzo Racer","0","0","6","0","1.02","1.02","0.17","0.17","0.0","0.14","0.77","11","0.44","2017-06-05","605100"
"Tormentor❌Punisher","0","0","6","0","0.33","0.33","0.06","0.03","50.0","0.03","0.04","85","0.16","2017-06-05","500670"
"RED CUBE VR","0","0","6","0","0.71","0.71","0.12","0.11","8.3","0.39","0.27","10","0.31","2017-06-04","613790"
"KARAKARA","0","0","6","0","0.69","0.69","0.11","0.12","-9.1","0.04","0.08","70","0.29","2017-06-04","487430"
"UltraGoodness","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.03","0.03","94","0.16","2017-06-02","610130"
"Splinter Zone","0","0","6","0","0.42","0.42","0.07","0.35","-400.0","0.07","0.70","25","0.18","2017-06-02","612160"
"Endless Winter","0","0","6","0","0.33","0.33","0.06","N/A","0.0","0.13","0.08","38","0.16","2017-06-02","617690"
"NEONomicon","0","0","6","0","0.25","0.25","0.04","0.03","25.0","0.03","0.03","388","0.10","2017-06-01","614960"
"Shootout on Cash Island","0","0","6","0","0.30","0.30","0.05","0.02","60.0","0.03","0.03","164","0.13","2017-06-01","614950"
"The Elder Scrolls: Legends","0","0","6","0","0.72","0.72","0.12","0.12","0.0","0.06","0.09","180","0.31","2017-05-31","364470"
"OMEGA PATTERN - VISUAL NOVEL","0","0","6","0","1.12","1.12","0.19","N/A","0.0","1.38","5.23","20","0.50","2017-05-31","617020"
"SCALPERS: Turtle & the Moonshine Gang","0","0","6","0","0.62","0.62","0.10","0.09","10.0","0.10","0.06","41","0.26","2017-05-31","577280"
"Theatre of Doom","0","0","6","0","0.32","0.32","0.05","N/A","0.0","0.30","1.76","84","0.13","2017-05-30","553020"
"The Adventurer and His Backpack","0","0","6","0","0.39","0.39","0.07","0.13","-85.7","0.35","0.21","50","0.18","2017-05-29","635410"
"Cublast HD","0","0","6","0","0.53","0.53","0.09","0.35","-288.9","2.65","0.25","42","0.23","2017-05-29","580590"
"ikenie","0","0","6","0","0.74","0.74","0.12","0.18","-50.0","4.55","0.10","14","0.31","2017-05-26","511120"
"Bravery: Rise of The Last Hero","0","0","6","0","0.56","0.56","0.09","0.07","22.2","0.34","0.03","23","0.23","2017-05-26","613970"
"Doodle Devil","0","0","6","0","0.54","0.54","0.09","0.06","33.3","0.13","0.04","28","0.23","2017-05-25","608760"
"SmuggleCraft","0","0","6","0","0.39","0.39","0.07","0.20","-185.7","0.06","0.12","24","0.18","2017-05-25","592020"
"Inner Voices","0","0","6","0","0.43","0.43","0.07","0.05","28.6","0.05","0.08","28","0.18","2017-05-24","559130"
"Mirage: Arcane Warfare","0","0","6","0","0.31","0.31","0.05","0.03","40.0","0.04","0.04","396","0.13","2017-05-24","368420"
"Masked Shooters","0","0","6","0","0.23","0.23","0.04","0.02","50.0","0.03","0.03","109","0.10","2017-05-21","603130"
"Lines","0","0","6","0","0.40","0.40","0.07","0.06","14.3","2.84","0.07","33","0.18","2017-05-19","458540"
"Stellar Monarch","0","0","6","0","1.17","1.17","0.20","1.21","-505.0","2.52","0.11","20","0.52","2017-05-19","446000"
"Willy-Nilly Knight","0","0","6","0","0.55","0.55","0.09","N/A","0.0","1.36","0.05","19","0.23","2017-05-18","610500"
"TO THE TOP","0","0","6","0","0.35","0.35","0.06","0.05","16.7","0.17","0.06","68","0.16","2017-05-18","509250"
"Weed Shop 2","0","0","6","0","0.94","0.94","0.16","0.14","12.5","0.79","0.27","61","0.42","2017-05-18","617700"
"Cooking Witch","0","0","6","0","0.30","0.30","0.05","0.03","40.0","0.03","0.03","76","0.13","2017-05-17","514580"
"Sorgina: A Tale of Witches","0","0","6","0","0.95","0.95","0.16","N/A","0.0","1.91","0.16","16","0.42","2017-05-16","627420"
"Battlezone","0","0","6","0","0.36","0.36","0.06","0.16","-166.7","0.07","0.30","64","0.16","2017-05-12","312650"
"Oafmatch","0","0","6","0","0.60","0.60","0.10","0.40","-300.0","0.81","4.62","26","0.26","2017-05-12","554220"
"Seed Of The Arcane , Episode 1","0","0","6","0","0.73","0.73","0.12","0.21","-75.0","0.61","0.07","19","0.31","2017-05-11","601020"
"Birthdays the Beginning","0","0","6","0","0.39","0.39","0.07","0.08","-14.3","0.14","0.40","131","0.18","2017-05-11","525700"
"Blastercell","0","0","6","0","1.01","1.01","0.17","0.30","-76.5","0.03","0.03","35","0.44","2017-05-11","608540"
"Stay! Stay! Democratic People's Republic of Korea!","0","0","6","0","0.50","0.50","0.08","0.13","-62.5","0.57","0.44","43","0.21","2017-05-11","512060"
"Dark Parables: Requiem for the Forgotten Shadow Collector's Edition","0","0","6","0","2.30","2.30","0.38","N/A","0.0","0.72","6.36","22","0.99","2017-05-10","601420"
"Dolphin Up","0","0","6","0","1.77","1.77","0.29","0.23","20.7","4.45","0.50","19","0.76","2017-05-10","534680"
"Gakuen Club","0","0","6","0","2.11","2.11","0.35","0.24","31.4","0.57","1.12","19","0.91","2017-05-10","505080"
"Five Elements","0","0","6","0","0.43","0.43","0.07","0.08","-14.3","0.84","0.50","25","0.18","2017-05-09","575670"
"Cat or Bread?","0","0","6","0","0.24","0.24","0.04","0.04","0.0","0.03","0.03","1107","0.10","2017-05-09","574820"
"Rakuen","0","0","6","0","0.37","0.37","0.06","0.04","33.3","0.06","0.04","164","0.16","2017-05-09","559210"
